IDDIST,NOMBDEP,NOMBPROV,NOMBDIST,NOM_CAPITAL (LEGAL),COD_REG_NAT,REGION NATURAL
100322,HUANUCO,DOS DE MAYO,SILLAPATA,SILLAPATA,2,SIERRA
100323,HUANUCO,DOS DE MAYO,YANAS,YANAS,2,SIERRA
100401,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,HUACAYBAMBA,2,SIERRA
100402,HUANUCO,HUACAYBAMBA,CANCHABAMBA,CANCHABAMBA,2,SIERRA
100403,HUANUCO,HUACAYBAMBA,COCHABAMBA,COCHABAMBA,2,SIERRA
100404,HUANUCO,HUACAYBAMBA,PINRA,PINRA,2,SIERRA
100501,HUANUCO,HUAMALIES,LLATA,LLATA,2,SIERRA
100502,HUANUCO,HUAMALIES,ARANCAY,ARANCAY,2,SIERRA
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,CHAVIN DE PARIARCA,2,SIERRA
100504,HUANUCO,HUAMALIES,JACAS GRANDE,JACAS GRANDE,2,SIERRA
100505,HUANUCO,HUAMALIES,JIRCAN,JIRCAN,2,SIERRA
100506,HUANUCO,HUAMALIES,MIRAFLORES,MIRAFLORES,2,SIERRA
100507,HUANUCO,HUAMALIES,MONZON,MONZON,3,SELVA ALTA
100508,HUANUCO,HUAMALIES,PUNCHAO,PUNCHAO,2,SIERRA
100509,HUANUCO,HUAMALIES,PUÑOS,PUÑOS,2,SIERRA
100510,HUANUCO,HUAMALIES,SINGA,SINGA,2,SIERRA
100511,HUANUCO,HUAMALIES,TANTAMAYO,TANTAMAYO,2,SIERRA
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,TINGO MARIA,3,SELVA ALTA
100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,DANIEL ALOMIA ROBLES (PUMAHUASI),3,SELVA ALTA
100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,HERMILIO VALDIZAN,3,SELVA ALTA
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,AUCAYACU,3,SELVA ALTA
100605,HUANUCO,LEONCIO PRADO,LUYANDO,NARANJILLO /8,3,SELVA ALTA
100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,LAS PALMAS,3,SELVA ALTA
100607,HUANUCO,LEONCIO PRADO,PUCAYACU,PUCAYACU,3,SELVA ALTA
100608,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,CASTILLO GRANDE,3,SELVA ALTA
100609,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,PUEBLO NUEVO,3,SELVA ALTA
100610,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,PACAE,3,SELVA ALTA
100701,HUANUCO,MARAÑON,HUACRACHUCO,HUACRACHUCO,2,SIERRA
100702,HUANUCO,MARAÑON,CHOLON,SAN PEDRO DE CHONTA,2,SIERRA
100703,HUANUCO,MARAÑON,SAN BUENAVENTURA,SAN BUENAVENTURA,2,SIERRA
100704,HUANUCO,MARAÑON,LA MORADA,LA MORADA,3,SELVA ALTA
100705,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,SANTA ROSA DE ALTO YANAJANCA,3,SELVA ALTA
100801,HUANUCO,PACHITEA,PANAO,PANAO,2,SIERRA
100802,HUANUCO,PACHITEA,CHAGLLA,CHAGLLA,2,SIERRA
100803,HUANUCO,PACHITEA,MOLINO,MOLINO,2,SIERRA
100804,HUANUCO,PACHITEA,UMARI,UMARI (TAMBILLO),2,SIERRA
100901,HUANUCO,PUERTO INCA,PUERTO INCA,PUERTO INCA,4,SELVA BAJA
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,CODO DEL POZUZO,4,SELVA BAJA
100903,HUANUCO,PUERTO INCA,HONORIA,HONORIA,4,SELVA BAJA
100904,HUANUCO,PUERTO INCA,TOURNAVISTA,TOURNAVISTA,4,SELVA BAJA
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,YUYAPICHIS,4,SELVA BAJA
101001,HUANUCO,LAURICOCHA,JESUS,JESUS,2,SIERRA
101002,HUANUCO,LAURICOCHA,BAÑOS,BAÑOS,2,SIERRA
101003,HUANUCO,LAURICOCHA,JIVIA,JIVIA,2,SIERRA
101004,HUANUCO,LAURICOCHA,QUEROPALCA,QUEROPALCA,2,SIERRA
101005,HUANUCO,LAURICOCHA,RONDOS,RONDOS,2,SIERRA
101006,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,HUARIN,2,SIERRA
101007,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,CAURI,2,SIERRA
101101,HUANUCO,YAROWILCA,CHAVINILLO,CHAVINILLO,2,SIERRA
101102,HUANUCO,YAROWILCA,CAHUAC,CAHUAC,2,SIERRA
101103,HUANUCO,YAROWILCA,CHACABAMBA,CHACABAMBA,2,SIERRA
101104,HUANUCO,YAROWILCA,APARICIO POMARES,CHUPAN,2,SIERRA
101105,HUANUCO,YAROWILCA,JACAS CHICO,SAN CRISTOBAL DE JACAS CHICO,2,SIERRA
101106,HUANUCO,YAROWILCA,OBAS,OBAS,2,SIERRA
101107,HUANUCO,YAROWILCA,PAMPAMARCA,PAMPAMARCA,2,SIERRA
101108,HUANUCO,YAROWILCA,CHORAS,CHORAS,2,SIERRA
110101,ICA,ICA,ICA,ICA,1,COSTA
110102,ICA,ICA,LA TINGUIÑA,LA TINGUIÑA,1,COSTA
110103,ICA,ICA,LOS AQUIJES,LOS AQUIJES,1,COSTA
110104,ICA,ICA,OCUCAJE,OCUCAJE,1,COSTA
110105,ICA,ICA,PACHACUTEC,PAMPA DE TATE,1,COSTA
110106,ICA,ICA,PARCONA,PARCONA,1,COSTA
110107,ICA,ICA,PUEBLO NUEVO,PUEBLO NUEVO,1,COSTA
110108,ICA,ICA,SALAS,GUADALUPE,1,COSTA
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,SAN JOSE DE LOS MOLINOS,1,COSTA
110110,ICA,ICA,SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,1,COSTA
110111,ICA,ICA,SANTIAGO,SANTIAGO,1,COSTA
110112,ICA,ICA,SUBTANJALLA,SUBTANJALLA,1,COSTA
110113,ICA,ICA,TATE,TATE DE LA CAPILLA,1,COSTA
110114,ICA,ICA,YAUCA DEL ROSARIO,PAMPAHUASI /9,1,COSTA
110201,ICA,CHINCHA,CHINCHA ALTA,CHINCHA ALTA,1,COSTA
110202,ICA,CHINCHA,ALTO LARAN,ALTO LARAN,1,COSTA
110203,ICA,CHINCHA,CHAVIN,CHAVIN,2,SIERRA
110204,ICA,CHINCHA,CHINCHA BAJA,CHINCHA BAJA,1,COSTA
110205,ICA,CHINCHA,EL CARMEN,EL CARMEN,1,COSTA
110206,ICA,CHINCHA,GROCIO PRADO,SAN PEDRO,1,COSTA
110207,ICA,CHINCHA,PUEBLO NUEVO,PUEBLO NUEVO,1,COSTA
110208,ICA,CHINCHA,SAN JUAN DE YANAC,SAN JUAN DE YANAC,2,SIERRA
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,SAN PEDRO DE HUACARPANA,2,SIERRA
110210,ICA,CHINCHA,SUNAMPE,SUNAMPE,1,COSTA
110211,ICA,CHINCHA,TAMBO DE MORA,TAMBO DE MORA,1,COSTA
110301,ICA,NASCA,NASCA,NASCA,1,COSTA
110302,ICA,NASCA,CHANGUILLO,CHANGUILLO,1,COSTA
110303,ICA,NASCA,EL INGENIO,EL INGENIO,1,COSTA
110304,ICA,NASCA,MARCONA,SAN JUAN,1,COSTA
110305,ICA,NASCA,VISTA ALEGRE,VISTA ALEGRE,1,COSTA
110401,ICA,PALPA,PALPA,PALPA,1,COSTA
110402,ICA,PALPA,LLIPATA,LLIPATA,1,COSTA
110403,ICA,PALPA,RIO GRANDE,RIO GRANDE,1,COSTA
110404,ICA,PALPA,SANTA CRUZ,SANTA CRUZ,1,COSTA
110405,ICA,PALPA,TIBILLO,TIBILLO,2,SIERRA
110501,ICA,PISCO,PISCO,PISCO,1,COSTA
110502,ICA,PISCO,HUANCANO,HUANCANO,1,COSTA
110503,ICA,PISCO,HUMAY,HUMAY,1,COSTA
110504,ICA,PISCO,INDEPENDENCIA,INDEPENDENCIA,1,COSTA
110505,ICA,PISCO,PARACAS,PARACAS,1,COSTA
110506,ICA,PISCO,SAN ANDRES,SAN ANDRES,1,COSTA
110507,ICA,PISCO,SAN CLEMENTE,SAN CLEMENTE,1,COSTA
110508,ICA,PISCO,TUPAC AMARU INCA,TUPAC AMARU,1,COSTA
120101,JUNIN,HUANCAYO,HUANCAYO,HUANCAYO,2,SIERRA
120104,JUNIN,HUANCAYO,CARHUACALLANGA,CARHUACALLANGA,2,SIERRA
120105,JUNIN,HUANCAYO,CHACAPAMPA,CHACAPAMPA,2,SIERRA
120106,JUNIN,HUANCAYO,CHICCHE,CHICCHE,2,SIERRA
120107,JUNIN,HUANCAYO,CHILCA,CHILCA,2,SIERRA
120108,JUNIN,HUANCAYO,CHONGOS ALTO,CHONGOS ALTO,2,SIERRA
120111,JUNIN,HUANCAYO,CHUPURO,CHUPURO,2,SIERRA
120112,JUNIN,HUANCAYO,COLCA,COLCA,2,SIERRA
120113,JUNIN,HUANCAYO,CULLHUAS,CULLHUAS,2,SIERRA
120114,JUNIN,HUANCAYO,EL TAMBO,EL TAMBO,2,SIERRA
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,HUACRAPUQUIO,2,SIERRA
120117,JUNIN,HUANCAYO,HUALHUAS,HUALHUAS,2,SIERRA
120119,JUNIN,HUANCAYO,HUANCAN,HUANCAN,2,SIERRA
120120,JUNIN,HUANCAYO,HUASICANCHA,HUASICANCHA,2,SIERRA
120121,JUNIN,HUANCAYO,HUAYUCACHI,HUAYUCACHI,2,SIERRA
120122,JUNIN,HUANCAYO,INGENIO,INGENIO,2,SIERRA
120124,JUNIN,HUANCAYO,PARIAHUANCA,LAMPA /10,2,SIERRA
120125,JUNIN,HUANCAYO,PILCOMAYO,PILCOMAYO,2,SIERRA
120126,JUNIN,HUANCAYO,PUCARA,PUCARA,2,SIERRA
120127,JUNIN,HUANCAYO,QUICHUAY,QUICHUAY,2,SIERRA
120128,JUNIN,HUANCAYO,QUILCAS,QUILCAS,2,SIERRA
120129,JUNIN,HUANCAYO,SAN AGUSTIN,SAN AGUSTIN,2,SIERRA
120130,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,SAN JERONIMO DE TUNAN,2,SIERRA
120132,JUNIN,HUANCAYO,SAÑO,SAÑO,2,SIERRA
120133,JUNIN,HUANCAYO,SAPALLANGA,SAPALLANGA,2,SIERRA
120134,JUNIN,HUANCAYO,SICAYA,SICAYA,2,SIERRA
120135,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,SANTO DOMINGO DE ACOBAMBA,2,SIERRA
120136,JUNIN,HUANCAYO,VIQUES,VIQUES,2,SIERRA
120201,JUNIN,CONCEPCION,CONCEPCION,CONCEPCION,2,SIERRA
120202,JUNIN,CONCEPCION,ACO,ACO,2,SIERRA
120203,JUNIN,CONCEPCION,ANDAMARCA,ANDAMARCA,2,SIERRA
120204,JUNIN,CONCEPCION,CHAMBARA,CHAMBARA,2,SIERRA
120205,JUNIN,CONCEPCION,COCHAS,COCHAS,2,SIERRA
120206,JUNIN,CONCEPCION,COMAS,COMAS,2,SIERRA
120207,JUNIN,CONCEPCION,HEROINAS TOLEDO,SAN ANTONIO DE OCOPA,2,SIERRA
120208,JUNIN,CONCEPCION,MANZANARES,SAN MIGUEL,2,SIERRA
120209,JUNIN,CONCEPCION,MARISCAL CASTILLA,MUCLLO,2,SIERRA
120210,JUNIN,CONCEPCION,MATAHUASI,MATAHUASI,2,SIERRA
120211,JUNIN,CONCEPCION,MITO,MITO,2,SIERRA
120212,JUNIN,CONCEPCION,NUEVE DE JULIO,SANTO DOMINGO DEL PRADO,2,SIERRA
120213,JUNIN,CONCEPCION,ORCOTUNA,ORCOTUNA,2,SIERRA
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,SAN JOSE DE QUERO,2,SIERRA
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,SANTA ROSA,2,SIERRA
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,LA MERCED,3,SELVA ALTA
120302,JUNIN,CHANCHAMAYO,PERENE,PERENE,3,SELVA ALTA
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,BAJO PICHANAQUI,3,SELVA ALTA
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,SAN LUIS DE SHUARO,3,SELVA ALTA
120305,JUNIN,CHANCHAMAYO,SAN RAMON,SAN RAMON,3,SELVA ALTA
120306,JUNIN,CHANCHAMAYO,VITOC,PUCARA,3,SELVA ALTA
120401,JUNIN,JAUJA,JAUJA,JAUJA,2,SIERRA
120402,JUNIN,JAUJA,ACOLLA,ACOLLA,2,SIERRA
120403,JUNIN,JAUJA,APATA,APATA,2,SIERRA
120404,JUNIN,JAUJA,ATAURA,ATAURA,2,SIERRA
120405,JUNIN,JAUJA,CANCHAYLLO,CANCHAYLLO,2,SIERRA
120406,JUNIN,JAUJA,CURICACA,EL ROSARIO,2,SIERRA
120407,JUNIN,JAUJA,EL MANTARO,PUCUCHO,2,SIERRA
120408,JUNIN,JAUJA,HUAMALI,HUAMALI,2,SIERRA
120409,JUNIN,JAUJA,HUARIPAMPA,HUARIPAMPA,2,SIERRA
120410,JUNIN,JAUJA,HUERTAS,HUERTAS,2,SIERRA
120411,JUNIN,JAUJA,JANJAILLO,JANJAILLO,2,SIERRA
120412,JUNIN,JAUJA,JULCAN,JULCAN,2,SIERRA
120413,JUNIN,JAUJA,LEONOR ORDOÑEZ,HUANCANI,2,SIERRA
120414,JUNIN,JAUJA,LLOCLLAPAMPA,LLOCLLAPAMPA,2,SIERRA
120415,JUNIN,JAUJA,MARCO,MARCO,2,SIERRA
120416,JUNIN,JAUJA,MASMA,MASMA,2,SIERRA
120417,JUNIN,JAUJA,MASMA CHICCHE,MASMA CHICCHE,2,SIERRA
120418,JUNIN,JAUJA,MOLINOS,MOLINOS,2,SIERRA
120419,JUNIN,JAUJA,MONOBAMBA,MONOBAMBA,3,SELVA ALTA
120420,JUNIN,JAUJA,MUQUI,MUQUI,2,SIERRA
120421,JUNIN,JAUJA,MUQUIYAUYO,MUQUIYAUYO,2,SIERRA
120422,JUNIN,JAUJA,PACA,PACA,2,SIERRA
120423,JUNIN,JAUJA,PACCHA,PACCHA,2,SIERRA
120424,JUNIN,JAUJA,PANCAN,PANCAN,2,SIERRA
120425,JUNIN,JAUJA,PARCO,PARCO,2,SIERRA
120426,JUNIN,JAUJA,POMACANCHA,POMACANCHA,2,SIERRA
120427,JUNIN,JAUJA,RICRAN,RICRAN,2,SIERRA
120428,JUNIN,JAUJA,SAN LORENZO,SAN LORENZO,2,SIERRA
120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,SAN PEDRO DE CHUNAN,2,SIERRA
120430,JUNIN,JAUJA,SAUSA,SAUSA,2,SIERRA
120431,JUNIN,JAUJA,SINCOS,SINCOS,2,SIERRA
120432,JUNIN,JAUJA,TUNAN MARCA,CONCHO,2,SIERRA
120433,JUNIN,JAUJA,YAULI,YAULI,2,SIERRA
120434,JUNIN,JAUJA,YAUYOS,YAUYOS,2,SIERRA
120501,JUNIN,JUNIN,JUNIN,JUNIN,2,SIERRA
120502,JUNIN,JUNIN,CARHUAMAYO,CARHUAMAYO,2,SIERRA
120503,JUNIN,JUNIN,ONDORES,ONDORES,2,SIERRA
120504,JUNIN,JUNIN,ULCUMAYO,ULCUMAYO,2,SIERRA
120601,JUNIN,SATIPO,SATIPO,SATIPO,3,SELVA ALTA
120602,JUNIN,SATIPO,COVIRIALI,COVIRIALI,3,SELVA ALTA
120603,JUNIN,SATIPO,LLAYLLA,LLAYLLA,3,SELVA ALTA
120604,JUNIN,SATIPO,MAZAMARI,MAZAMARI,3,SELVA ALTA
120605,JUNIN,SATIPO,PAMPA HERMOSA,MARIPOSA,3,SELVA ALTA
120606,JUNIN,SATIPO,PANGOA,SAN MARTIN DE PANGOA,3,SELVA ALTA
120607,JUNIN,SATIPO,RIO NEGRO,RIO NEGRO,3,SELVA ALTA
120608,JUNIN,SATIPO,RIO TAMBO,PUERTO OCOPA,4,SELVA BAJA
120609,JUNIN,SATIPO,VIZCATÁN DEL ENE,SAN MIGUEL DEL ENE,3,SELVA ALTA
120701,JUNIN,TARMA,TARMA,TARMA,2,SIERRA
120702,JUNIN,TARMA,ACOBAMBA,ACOBAMBA,2,SIERRA
120703,JUNIN,TARMA,HUARICOLCA,HUARICOLCA,2,SIERRA
120704,JUNIN,TARMA,HUASAHUASI,HUASAHUASI,2,SIERRA
120705,JUNIN,TARMA,LA UNION,LETICIA,2,SIERRA
120706,JUNIN,TARMA,PALCA,PALCA,2,SIERRA
120707,JUNIN,TARMA,PALCAMAYO,PALCAMAYO,2,SIERRA
120708,JUNIN,TARMA,SAN PEDRO DE CAJAS,SAN PEDRO DE CAJAS,2,SIERRA
120709,JUNIN,TARMA,TAPO,TAPO,2,SIERRA
120801,JUNIN,YAULI,LA OROYA,LA OROYA,2,SIERRA
120802,JUNIN,YAULI,CHACAPALPA,CHACAPALPA,2,SIERRA
120803,JUNIN,YAULI,HUAY-HUAY,HUAY-HUAY,2,SIERRA
120804,JUNIN,YAULI,MARCAPOMACOCHA,MARCAPOMACOCHA,2,SIERRA
120805,JUNIN,YAULI,MOROCOCHA,NUEVA MOROCOCHA,2,SIERRA
120806,JUNIN,YAULI,PACCHA,PACCHA,2,SIERRA
120807,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,SANTA BARBARA DE CARHUACAYAN,2,SIERRA
120808,JUNIN,YAULI,SANTA ROSA DE SACCO,SANTA ROSA DE SACCO,2,SIERRA
120809,JUNIN,YAULI,SUITUCANCHA,SUITUCANCHA,2,SIERRA
120810,JUNIN,YAULI,YAULI,YAULI,2,SIERRA
120901,JUNIN,CHUPACA,CHUPACA,CHUPACA,2,SIERRA
120902,JUNIN,CHUPACA,AHUAC,AHUAC,2,SIERRA
120903,JUNIN,CHUPACA,CHONGOS BAJO,CHONGOS BAJO,2,SIERRA
120904,JUNIN,CHUPACA,HUACHAC,HUACHAC,2,SIERRA
120905,JUNIN,CHUPACA,HUAMANCACA CHICO,HUAMANCACA CHICO,2,SIERRA
120906,JUNIN,CHUPACA,SAN JUAN DE ISCOS,ISCOS,2,SIERRA
120907,JUNIN,CHUPACA,SAN JUAN DE JARPA,JARPA,2,SIERRA
120908,JUNIN,CHUPACA,TRES DE DICIEMBRE,TRES DE DICIEMBRE,2,SIERRA
120909,JUNIN,CHUPACA,YANACANCHA,YANACANCHA,2,SIERRA
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,TRUJILLO,1,COSTA
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,EL PORVENIR,1,COSTA
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,FLORENCIA DE MORA,1,COSTA
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,HUANCHACO,1,COSTA
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LA ESPERANZA,1,COSTA
130106,LA LIBERTAD,TRUJILLO,LAREDO,LAREDO,1,COSTA
130107,LA LIBERTAD,TRUJILLO,MOCHE,MOCHE,1,COSTA
130108,LA LIBERTAD,TRUJILLO,POROTO,POROTO,1,COSTA
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,SALAVERRY,1,COSTA
130110,LA LIBERTAD,TRUJILLO,SIMBAL,SIMBAL,1,COSTA
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,BUENOS AIRES,1,COSTA
130112,LA LIBERTAD,TRUJILLO,ALTO TRUJILLO,ALTO TRUJILLO,1,COSTA
130201,LA LIBERTAD,ASCOPE,ASCOPE,ASCOPE,1,COSTA
130202,LA LIBERTAD,ASCOPE,CHICAMA,CHICAMA,1,COSTA
130203,LA LIBERTAD,ASCOPE,CHOCOPE,CHOCOPE,1,COSTA
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,MAGDALENA DE CAO,1,COSTA
130205,LA LIBERTAD,ASCOPE,PAIJAN,PAIJAN,1,COSTA
130206,LA LIBERTAD,ASCOPE,RAZURI,PUERTO DE MALABRIGO,1,COSTA
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,SANTIAGO DE CAO,1,COSTA
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,CASA GRANDE,1,COSTA
130301,LA LIBERTAD,BOLIVAR,BOLIVAR,BOLIVAR,2,SIERRA
130302,LA LIBERTAD,BOLIVAR,BAMBAMARCA,BAMBAMARCA,2,SIERRA
130303,LA LIBERTAD,BOLIVAR,CONDORMARCA,NUEVO CONDORMARCA /11,2,SIERRA
130304,LA LIBERTAD,BOLIVAR,LONGOTEA,LONGOTEA,2,SIERRA
130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,UCHUMARCA,2,SIERRA
130306,LA LIBERTAD,BOLIVAR,UCUNCHA,UCUNCHA,2,SIERRA
130401,LA LIBERTAD,CHEPEN,CHEPEN,CHEPEN,1,COSTA
130402,LA LIBERTAD,CHEPEN,PACANGA,PACANGA,1,COSTA
130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,PUEBLO NUEVO,1,COSTA
130501,LA LIBERTAD,JULCAN,JULCAN,JULCAN,2,SIERRA
130502,LA LIBERTAD,JULCAN,CALAMARCA,CALAMARCA,2,SIERRA
130503,LA LIBERTAD,JULCAN,CARABAMBA,CARABAMBA,2,SIERRA
130504,LA LIBERTAD,JULCAN,HUASO,HUASO,2,SIERRA
130601,LA LIBERTAD,OTUZCO,OTUZCO,OTUZCO,2,SIERRA
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,AGALLPAMPA,2,SIERRA
130604,LA LIBERTAD,OTUZCO,CHARAT,CHARAT,2,SIERRA
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,HUARANCHAL,2,SIERRA
130606,LA LIBERTAD,OTUZCO,LA CUESTA,LA CUESTA,1,COSTA
130608,LA LIBERTAD,OTUZCO,MACHE,MACHE,2,SIERRA
130610,LA LIBERTAD,OTUZCO,PARANDAY,PARANDAY,2,SIERRA
130611,LA LIBERTAD,OTUZCO,SALPO,SALPO,2,SIERRA
130613,LA LIBERTAD,OTUZCO,SINSICAP,SINSICAP,2,SIERRA
130614,LA LIBERTAD,OTUZCO,USQUIL,USQUIL,2,SIERRA
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,SAN PEDRO DE LLOC,1,COSTA
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,GUADALUPE,1,COSTA
130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,JEQUETEPEQUE,1,COSTA
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,PACASMAYO,1,COSTA
130705,LA LIBERTAD,PACASMAYO,SAN JOSE,SAN JOSE,1,COSTA
130801,LA LIBERTAD,PATAZ,TAYABAMBA,TAYABAMBA,2,SIERRA
130802,LA LIBERTAD,PATAZ,BULDIBUYO,BULDIBUYO,2,SIERRA
130803,LA LIBERTAD,PATAZ,CHILLIA,CHILLIA,2,SIERRA
130804,LA LIBERTAD,PATAZ,HUANCASPATA,HUANCASPATA,2,SIERRA
130805,LA LIBERTAD,PATAZ,HUAYLILLAS,HUAYLILLAS,2,SIERRA
130806,LA LIBERTAD,PATAZ,HUAYO,HUAYO,2,SIERRA
130807,LA LIBERTAD,PATAZ,ONGON,ONGON,3,SELVA ALTA
130808,LA LIBERTAD,PATAZ,PARCOY,PARCOY,2,SIERRA
130809,LA LIBERTAD,PATAZ,PATAZ,PATAZ,2,SIERRA
130810,LA LIBERTAD,PATAZ,PIAS,PIAS,2,SIERRA
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,CHALLAS,2,SIERRA
130812,LA LIBERTAD,PATAZ,TAURIJA,TAURIJA,2,SIERRA
130813,LA LIBERTAD,PATAZ,URPAY,URPAY,2,SIERRA
130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,HUAMACHUCO,2,SIERRA
130902,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,CHUGAY,2,SIERRA
130903,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,ARICAPAMPA,2,SIERRA
130904,LA LIBERTAD,SANCHEZ CARRION,CURGOS,CURGOS,2,SIERRA
130905,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,MARCABAL,2,SIERRA
130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,SANAGORAN,2,SIERRA
130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,SARIN,2,SIERRA
130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,SARTIMBAMBA,2,SIERRA
131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,2,SIERRA
131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,ANGASMARCA,2,SIERRA
131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,CACHICADAN,2,SIERRA
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,MOLLEBAMBA,2,SIERRA
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,MOLLEPATA,2,SIERRA
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,QUIRUVILCA,2,SIERRA
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,SANTA CRUZ DE CHUCA,2,SIERRA
131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,SITABAMBA,2,SIERRA
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,CASCAS,1,COSTA
131102,LA LIBERTAD,GRAN CHIMU,LUCMA,LUCMA,2,SIERRA
131103,LA LIBERTAD,GRAN CHIMU,MARMOT,COMPIN /12,1,COSTA
131104,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,SAYAPULLO,2,SIERRA
131201,LA LIBERTAD,VIRU,VIRU,VIRU,1,COSTA
131202,LA LIBERTAD,VIRU,CHAO,CHAO,1,COSTA
131203,LA LIBERTAD,VIRU,GUADALUPITO,GUADALUPITO,1,COSTA
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO,1,COSTA
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CHONGOYAPE,1,COSTA
140103,LAMBAYEQUE,CHICLAYO,ETEN,ETEN,1,COSTA
140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,ETEN PUERTO,1,COSTA
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,JOSE LEONARDO ORTIZ,1,COSTA
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LA VICTORIA,1,COSTA
140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,MOCUPE,1,COSTA
140108,LAMBAYEQUE,CHICLAYO,MONSEFU,MONSEFU,1,COSTA
140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,NUEVA ARICA,1,COSTA
140110,LAMBAYEQUE,CHICLAYO,OYOTUN,OYOTUN,1,COSTA
140111,LAMBAYEQUE,CHICLAYO,PICSI,PICSI,1,COSTA
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,PIMENTEL,1,COSTA
140113,LAMBAYEQUE,CHICLAYO,REQUE,REQUE,1,COSTA
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,SANTA ROSA,1,COSTA
140115,LAMBAYEQUE,CHICLAYO,SAÑA,SAÑA,1,COSTA
