cod_pedido,cod_representante,cod_empleado,cod_pedido_tipo,cod_pedido_estado,fecha_registro,cod_ticket
8023,216,345,V,R,2019-09-26,8023
8024,80,234,A,R,2020-01-31,8024
8025,618,128,A,R,2020-03-24,8025
8026,603,456,V,F,2019-03-25,8026
8027,455,262,V,F,2022-12-05,8027
8028,138,233,V,R,2021-09-12,8028
8029,516,189,V,A,2019-07-31,8029
8030,140,19,A,A,2021-05-19,8030
8031,83,362,A,A,2021-08-08,8031
8032,156,354,A,R,2019-12-24,8032
8033,467,404,V,R,2023-11-07,8033
8034,294,471,V,A,2023-09-09,8034
8035,361,435,A,A,2022-06-29,8035
8036,48,23,V,A,2023-05-31,8036
8037,539,116,V,A,2021-02-13,8037
8038,518,401,V,A,2021-08-10,8038
8039,362,416,A,R,2023-08-01,8039
8040,40,248,V,P,2023-05-22,8040
8041,586,127,A,A,2021-12-15,8041
8042,600,102,V,A,2023-02-27,8042
8043,558,186,V,R,2021-02-15,8043
8044,482,317,A,P,2021-06-14,8044
8045,239,55,A,F,2020-12-14,8045
8046,37,318,V,F,2022-10-21,8046
8047,23,1,A,R,2023-01-06,8047
8048,275,297,A,F,2021-05-08,8048
8049,328,97,V,F,2023-12-26,8049
8050,252,259,V,P,2022-06-26,8050
8051,249,50,V,A,2019-06-27,8051
8052,262,358,A,F,2019-10-04,8052
8053,296,145,V,A,2024-01-20,8053
8054,519,306,V,P,2022-04-05,8054
8055,402,123,V,P,2024-04-09,8055
8056,339,136,V,P,2019-11-30,8056
8057,322,302,V,F,2021-03-16,8057
8058,333,178,V,A,2020-11-28,8058
8059,98,141,V,R,2024-04-24,8059
8060,90,214,V,P,2022-07-22,8060
8061,151,276,V,F,2024-04-16,8061
8062,386,136,V,R,2020-03-09,8062
8063,230,32,A,R,2024-01-14,8063
8064,66,295,V,R,2020-08-12,8064
8065,141,390,V,A,2020-03-05,8065
8066,456,400,V,R,2022-12-24,8066
8067,359,275,V,P,2020-08-07,8067
8068,208,357,V,P,2021-02-26,8068
8069,117,3,A,R,2020-11-14,8069
8070,250,362,V,A,2024-03-25,8070
8071,542,392,A,R,2019-12-07,8071
8072,223,191,V,R,2021-01-18,8072
8073,235,389,A,A,2020-08-16,8073
8074,77,298,V,F,2019-11-15,8074
8075,483,67,A,P,2020-11-02,8075
8076,547,323,A,P,2024-02-03,8076
8077,394,48,V,P,2022-10-06,8077
8078,261,81,A,F,2023-12-29,8078
8079,388,121,A,A,2023-07-10,8079
8080,548,83,A,P,2021-10-03,8080
8081,156,420,A,P,2019-05-22,8081
8082,228,334,A,A,2020-04-15,8082
8083,618,418,V,A,2019-02-07,8083
8084,493,71,V,A,2021-11-27,8084
8085,480,336,A,P,2020-12-02,8085
8086,222,236,A,A,2023-01-03,8086
8087,170,409,V,R,2019-08-07,8087
8088,113,270,A,A,2021-09-15,8088
8089,528,27,A,P,2020-08-21,8089
8090,140,16,A,F,2022-05-29,8090
8091,7,316,A,F,2019-05-26,8091
8092,398,143,A,F,2023-06-20,8092
8093,597,34,V,F,2023-02-27,8093
8094,513,36,V,R,2019-10-02,8094
8095,426,435,V,R,2019-12-02,8095
8096,498,62,V,R,2021-01-14,8096
8097,100,4,V,F,2023-05-06,8097
8098,369,304,A,F,2019-02-05,8098
8099,594,397,V,F,2022-03-20,8099
8100,196,482,A,F,2022-07-14,8100
8101,366,141,V,P,2021-06-21,8101
8102,415,149,A,P,2023-12-18,8102
8103,568,442,A,R,2023-08-11,8103
8104,123,238,A,R,2022-10-21,8104
8105,412,319,A,A,2023-01-02,8105
8106,293,405,V,F,2020-07-10,8106
8107,296,235,V,R,2020-11-24,8107
8108,447,301,A,R,2021-11-08,8108
8109,204,108,V,P,2019-09-08,8109
8110,393,314,A,A,2023-04-18,8110
8111,317,344,A,F,2022-07-14,8111
8112,363,147,A,F,2024-04-05,8112
8113,393,210,V,A,2022-03-10,8113
8114,613,378,V,F,2023-11-04,8114
8115,215,245,V,A,2021-08-14,8115
8116,19,31,V,A,2019-11-29,8116
8117,503,251,A,R,2021-03-20,8117
8118,451,57,V,R,2019-08-02,8118
8119,276,395,V,A,2024-02-01,8119
8120,215,306,A,R,2022-08-14,8120
8121,104,190,V,F,2019-06-25,8121
8122,447,204,A,A,2021-06-13,8122
8123,553,404,A,P,2022-04-28,8123
8124,432,173,V,R,2023-11-21,8124
8125,395,17,A,F,2024-04-26,8125
8126,256,493,A,A,2023-11-12,8126
8127,192,140,V,F,2019-10-24,8127
8128,290,43,A,R,2022-11-09,8128
8129,545,323,V,R,2024-02-16,8129
8130,91,280,V,F,2023-02-03,8130
8131,153,245,V,A,2023-06-16,8131
8132,128,292,V,R,2022-04-25,8132
8133,124,192,A,R,2021-06-12,8133
8134,599,120,V,R,2019-08-20,8134
8135,258,210,V,R,2023-11-08,8135
8136,313,373,V,F,2021-02-05,8136
8137,310,245,A,R,2023-04-17,8137
8138,585,138,A,R,2019-05-16,8138
8139,207,331,A,A,2021-04-27,8139
8140,318,64,V,F,2019-01-30,8140
8141,200,495,A,R,2022-12-21,8141
8142,305,176,A,F,2019-03-31,8142
8143,125,375,A,F,2020-06-26,8143
8144,380,260,A,R,2021-11-23,8144
8145,114,79,A,F,2021-01-27,8145
8146,439,277,A,P,2021-11-11,8146
8147,375,350,A,R,2021-01-05,8147
8148,575,194,A,R,2022-07-26,8148
8149,258,183,V,F,2020-10-22,8149
8150,318,331,A,P,2020-12-24,8150
8151,159,143,V,A,2020-01-31,8151
8152,212,246,V,F,2022-12-23,8152
8153,576,173,V,P,2022-02-12,8153
8154,133,445,V,A,2023-12-06,8154
8155,15,201,A,R,2019-08-23,8155
8156,394,118,A,F,2022-08-13,8156
8157,99,462,A,A,2020-12-19,8157
8158,527,107,A,A,2019-02-06,8158
8159,528,322,V,R,2021-07-08,8159
8160,179,468,A,R,2020-04-27,8160
8161,320,436,V,P,2023-12-15,8161
8162,151,392,A,F,2024-05-22,8162
8163,533,491,V,A,2020-07-04,8163
8164,605,500,V,A,2021-08-03,8164
8165,412,9,A,P,2019-10-19,8165
8166,131,147,V,P,2022-01-20,8166
8167,508,181,V,A,2020-09-03,8167
8168,83,462,V,P,2023-10-26,8168
8169,70,264,V,P,2024-05-13,8169
8170,100,350,A,P,2020-03-08,8170
8171,538,310,V,A,2022-05-14,8171
8172,577,419,V,P,2023-09-05,8172
8173,485,494,A,R,2021-06-20,8173
8174,47,263,A,A,2024-02-25,8174
8175,216,495,V,F,2022-02-24,8175
8176,380,39,V,R,2019-07-01,8176
8177,522,298,V,P,2019-11-29,8177
8178,551,459,A,A,2019-12-09,8178
8179,18,440,V,A,2023-11-26,8179
8180,389,466,V,R,2019-12-29,8180
8181,178,91,A,R,2020-12-23,8181
8182,135,132,A,R,2021-02-08,8182
8183,247,212,A,F,2022-05-22,8183
8184,355,359,V,R,2024-04-25,8184
8185,290,129,A,F,2023-03-17,8185
8186,394,308,V,A,2021-02-12,8186
8187,442,138,A,F,2020-01-12,8187
8188,90,189,A,P,2021-07-30,8188
8189,542,15,A,A,2020-04-12,8189
8190,287,287,V,P,2019-11-17,8190
8191,256,1,V,P,2023-05-10,8191
8192,402,443,V,F,2023-11-29,8192
8193,43,215,V,F,2022-06-07,8193
8194,210,7,V,F,2021-04-02,8194
8195,590,479,V,P,2021-08-12,8195
8196,20,304,A,A,2022-02-25,8196
8197,24,205,V,P,2021-05-19,8197
8198,206,367,V,P,2022-12-04,8198
8199,161,470,V,P,2020-11-03,8199
8200,93,318,A,R,2020-06-18,8200
8201,347,358,A,F,2023-08-07,8201
8202,321,112,V,R,2023-09-24,8202
8203,518,299,V,R,2021-09-14,8203
8204,493,159,A,R,2022-11-16,8204
8205,319,374,V,F,2023-01-26,8205
8206,565,310,V,P,2021-10-08,8206
8207,329,496,A,A,2021-02-05,8207
8208,580,470,V,P,2021-03-11,8208
8209,355,181,A,F,2019-10-26,8209
8210,137,341,A,R,2021-08-23,8210
8211,592,307,V,R,2021-04-22,8211
8212,124,105,V,F,2019-11-19,8212
8213,393,229,A,A,2022-06-26,8213
8214,75,387,V,A,2022-01-01,8214
8215,513,128,A,A,2019-09-11,8215
8216,225,448,A,F,2019-04-12,8216
8217,296,188,V,R,2023-12-28,8217
8218,573,414,V,F,2019-08-19,8218
8219,459,356,A,F,2020-09-01,8219
8220,65,136,V,R,2022-11-04,8220
8221,361,13,V,R,2020-06-27,8221
8222,207,48,V,P,2021-04-18,8222
8223,12,356,V,F,2019-01-07,8223
8224,334,104,A,A,2022-08-01,8224
8225,529,379,A,R,2023-08-19,8225
8226,31,416,V,A,2021-03-10,8226
8227,206,8,A,P,2019-04-09,8227
8228,391,386,V,F,2019-06-17,8228
8229,131,447,A,F,2019-04-25,8229
8230,285,415,A,P,2021-08-09,8230
8231,61,54,A,P,2019-06-07,8231
8232,82,375,A,A,2023-09-28,8232
8233,365,462,A,P,2019-08-14,8233
8234,392,431,A,A,2023-06-21,8234
8235,98,24,A,R,2020-06-30,8235
8236,350,448,V,P,2023-07-16,8236
8237,36,115,A,A,2019-01-05,8237
8238,383,197,A,P,2021-05-19,8238
8239,520,88,A,R,2024-02-22,8239
8240,191,490,V,A,2019-07-18,8240
8241,497,321,A,R,2021-12-13,8241
8242,602,102,A,A,2022-09-10,8242
8243,59,373,A,A,2021-06-19,8243
8244,566,141,V,F,2021-10-27,8244
8245,282,197,V,R,2020-09-09,8245
8246,278,317,V,F,2021-06-12,8246
8247,123,235,V,P,2021-02-15,8247
8248,69,221,V,P,2021-08-05,8248
8249,90,67,A,A,2022-07-24,8249
8250,580,455,A,A,2020-10-01,8250
8251,115,138,V,A,2021-12-07,8251
8252,423,154,A,P,2022-04-29,8252
8253,284,249,V,F,2022-07-18,8253
8254,421,223,V,F,2022-01-04,8254
8255,53,5,V,A,2021-03-04,8255
8256,388,75,V,R,2019-05-01,8256
8257,494,324,A,F,2019-08-10,8257
8258,41,195,V,R,2022-05-19,8258
8259,111,353,V,R,2019-10-23,8259
8260,199,236,V,F,2023-04-18,8260
8261,596,38,A,P,2021-09-18,8261
8262,464,213,V,A,2022-09-02,8262
8263,426,193,V,A,2021-02-10,8263
8264,588,320,A,F,2022-08-24,8264
8265,137,281,A,P,2019-06-03,8265
8266,584,229,A,A,2022-10-13,8266
8267,385,400,A,P,2022-11-04,8267
8268,610,219,V,P,2023-09-29,8268
8269,525,410,V,F,2022-08-24,8269
8270,610,457,V,F,2020-10-22,8270
8271,112,347,A,R,2019-05-31,8271
8272,123,424,V,F,2020-10-25,8272
8273,175,3,V,F,2022-05-06,8273
8274,275,101,V,A,2019-10-29,8274
8275,211,378,V,R,2020-02-11,8275
8276,616,310,A,P,2023-02-07,8276
8277,202,21,V,F,2019-11-07,8277
8278,568,159,A,F,2022-11-08,8278
8279,202,326,A,P,2023-07-01,8279
8280,253,388,V,A,2022-03-29,8280
8281,179,372,V,R,2021-08-07,8281
8282,402,408,A,R,2020-04-29,8282
8283,208,433,V,F,2023-04-24,8283
8284,121,279,A,R,2019-10-26,8284
8285,55,268,A,A,2022-12-11,8285
8286,412,426,A,R,2019-09-07,8286
8287,240,128,V,P,2021-01-25,8287
8288,351,311,A,P,2020-02-17,8288
8289,9,378,V,R,2022-07-28,8289
8290,233,232,V,F,2022-02-27,8290
8291,93,9,V,F,2020-10-04,8291
8292,396,157,V,A,2021-08-15,8292
8293,587,306,V,P,2020-10-31,8293
8294,581,371,A,A,2023-02-18,8294
8295,200,90,V,R,2020-05-03,8295
8296,553,397,V,P,2020-02-06,8296
8297,191,257,A,R,2022-01-11,8297
8298,377,110,V,A,2020-10-31,8298
8299,525,440,A,F,2021-04-27,8299
8300,105,287,A,A,2022-11-29,8300
8301,228,164,A,A,2020-11-07,8301
8302,378,476,A,A,2022-08-13,8302
8303,15,405,V,R,2021-02-01,8303
8304,124,417,V,F,2021-09-06,8304
8305,432,108,A,P,2024-02-11,8305
8306,28,415,A,R,2023-10-26,8306
8307,267,50,V,F,2023-08-06,8307
8308,127,389,V,R,2023-04-14,8308
8309,104,275,V,A,2023-08-17,8309
8310,393,185,A,A,2020-06-20,8310
8311,128,421,A,A,2023-04-12,8311
8312,332,451,A,F,2022-03-02,8312
8313,73,54,V,F,2021-01-04,8313
8314,238,436,A,A,2023-04-18,8314
8315,456,78,A,R,2021-11-04,8315
8316,199,409,V,P,2023-11-27,8316
8317,498,170,V,F,2022-06-21,8317
8318,229,276,A,F,2021-03-10,8318
8319,453,203,A,A,2020-03-13,8319
8320,371,1,V,P,2021-05-08,8320
8321,360,333,V,F,2023-09-26,8321
8322,472,131,V,F,2024-01-19,8322
8323,89,67,V,F,2022-07-24,8323
8324,507,398,V,A,2021-11-26,8324
8325,42,260,V,F,2022-09-28,8325
8326,181,366,V,A,2023-01-13,8326
8327,393,444,V,A,2023-08-19,8327
8328,568,427,A,A,2023-12-02,8328
8329,215,22,A,R,2019-02-12,8329
8330,173,195,V,A,2020-11-25,8330
8331,200,250,V,R,2019-11-11,8331
8332,391,129,V,R,2021-08-26,8332
8333,312,221,A,A,2020-11-10,8333
8334,422,248,A,F,2021-05-16,8334
8335,471,310,V,R,2020-11-30,8335
8336,39,125,V,R,2023-11-13,8336
8337,11,439,V,R,2023-06-08,8337
8338,141,421,A,P,2022-08-21,8338
8339,374,258,V,F,2019-09-17,8339
8340,314,466,V,A,2019-04-13,8340
8341,404,267,A,P,2019-11-20,8341
8342,154,129,V,P,2019-07-23,8342
8343,208,140,A,F,2023-02-17,8343
8344,611,269,A,R,2020-01-04,8344
8345,225,147,V,P,2019-12-15,8345
8346,563,130,A,R,2022-03-11,8346
8347,103,500,V,A,2022-07-04,8347
8348,21,477,A,P,2022-03-20,8348
8349,84,483,A,A,2020-02-04,8349
8350,119,389,A,A,2022-04-09,8350
8351,214,232,V,A,2019-12-13,8351
8352,430,189,V,R,2019-07-08,8352
8353,90,23,V,P,2023-02-17,8353
8354,43,69,V,F,2022-03-16,8354
8355,198,250,V,R,2023-09-12,8355
8356,400,203,A,A,2021-02-24,8356
8357,565,125,V,R,2023-10-28,8357
8358,144,90,A,R,2023-10-02,8358
8359,306,465,A,A,2024-05-04,8359
8360,527,181,A,F,2024-02-03,8360
8361,306,116,V,F,2022-11-13,8361
8362,407,146,V,R,2023-05-26,8362
8363,176,348,V,P,2022-06-11,8363
8364,68,318,V,A,2022-01-31,8364
8365,149,37,A,A,2022-10-03,8365
8366,302,61,A,F,2020-06-30,8366
8367,499,252,V,R,2021-11-10,8367
8368,465,408,A,R,2022-07-06,8368
8369,196,368,V,F,2020-09-02,8369
8370,250,34,V,R,2021-01-11,8370
8371,206,124,V,P,2020-09-08,8371
8372,467,55,V,A,2020-11-30,8372
8373,248,14,V,P,2023-06-04,8373
8374,310,346,A,P,2022-02-01,8374
8375,426,28,V,P,2023-08-20,8375
8376,334,165,A,F,2023-01-29,8376
8377,209,91,V,F,2022-08-22,8377
8378,153,171,A,P,2020-07-07,8378
8379,278,105,V,R,2020-12-21,8379
8380,597,312,V,R,2021-04-20,8380
8381,588,256,A,A,2021-09-11,8381
8382,6,130,V,P,2022-08-02,8382
8383,52,43,A,F,2019-11-18,8383
8384,222,188,V,F,2019-02-07,8384
8385,521,143,A,P,2021-06-03,8385
8386,522,468,A,R,2019-11-19,8386
8387,268,423,A,A,2022-09-15,8387
8388,502,240,V,A,2020-05-10,8388
8389,55,431,A,F,2020-05-05,8389
8390,383,268,A,F,2023-01-18,8390
8391,179,251,V,A,2022-09-24,8391
8392,193,139,A,R,2023-09-21,8392
8393,365,118,V,P,2023-03-03,8393
8394,564,32,A,A,2020-08-03,8394
8395,236,174,V,F,2020-01-25,8395
8396,544,458,A,A,2020-07-10,8396
8397,349,329,V,R,2022-02-25,8397
8398,144,473,A,P,2023-02-27,8398
8399,469,109,V,F,2021-08-04,8399
8400,453,487,A,R,2023-11-13,8400
8401,281,321,A,P,2023-03-13,8401
8402,110,134,V,F,2020-09-08,8402
8403,342,190,A,P,2023-08-06,8403
8404,518,75,A,P,2022-08-09,8404
8405,166,286,A,P,2019-01-13,8405
8406,518,301,V,F,2020-07-16,8406
8407,15,276,A,F,2019-08-09,8407
8408,360,221,A,R,2020-01-07,8408
8409,481,283,V,A,2023-07-23,8409
8410,119,55,V,A,2021-02-25,8410
8411,508,131,V,R,2024-03-16,8411
8412,448,80,A,R,2023-01-31,8412
8413,518,369,V,F,2020-04-23,8413
8414,428,247,V,A,2022-08-18,8414
8415,195,203,A,P,2022-02-16,8415
8416,166,498,V,R,2020-04-24,8416
8417,448,10,A,A,2020-02-06,8417
8418,160,177,A,F,2023-01-02,8418
8419,135,273,V,R,2019-09-08,8419
8420,165,467,A,A,2024-02-21,8420
8421,275,231,V,P,2022-07-12,8421
8422,41,316,V,A,2023-01-12,8422
8423,45,305,V,R,2021-07-28,8423
8424,58,250,V,A,2023-03-26,8424
8425,478,29,V,P,2019-07-06,8425
8426,75,349,V,A,2020-10-27,8426
8427,319,283,V,A,2021-08-21,8427
8428,36,363,V,A,2023-09-08,8428
8429,474,373,A,P,2021-07-06,8429
8430,591,422,A,A,2020-12-18,8430
8431,523,186,A,F,2019-09-21,8431
8432,508,57,A,F,2022-04-17,8432
8433,463,174,V,A,2021-07-31,8433
8434,475,228,V,P,2019-06-16,8434
8435,165,255,A,P,2020-11-15,8435
8436,312,61,V,A,2020-07-28,8436
8437,329,408,A,P,2021-12-19,8437
8438,262,385,A,F,2023-08-05,8438
8439,389,14,A,A,2020-05-28,8439
8440,228,312,A,P,2023-10-15,8440
8441,604,290,V,R,2023-09-15,8441
8442,403,103,V,F,2019-05-16,8442
8443,260,221,A,F,2022-03-02,8443
8444,63,193,A,A,2021-10-05,8444
8445,345,202,V,R,2023-12-31,8445
8446,272,457,V,A,2024-05-24,8446
8447,542,240,A,F,2021-07-27,8447
8448,52,380,V,R,2021-10-15,8448
8449,511,52,V,R,2023-02-04,8449
8450,497,283,V,F,2022-01-14,8450
8451,237,123,V,A,2023-04-08,8451
8452,498,243,V,P,2020-10-27,8452
8453,15,371,V,R,2022-10-16,8453
8454,104,88,A,P,2023-05-18,8454
8455,414,13,V,A,2021-08-19,8455
8456,116,103,A,F,2020-04-16,8456
8457,482,329,A,R,2023-12-18,8457
8458,123,150,A,A,2024-05-28,8458
8459,162,17,A,F,2020-06-22,8459
8460,533,85,A,A,2021-10-16,8460
8461,263,350,V,A,2022-08-03,8461
8462,498,228,A,R,2021-03-19,8462
8463,405,469,V,F,2020-10-05,8463
8464,80,48,V,P,2023-09-28,8464
8465,128,194,A,F,2020-09-28,8465
8466,253,399,V,A,2023-06-14,8466
8467,157,253,A,A,2020-09-26,8467
8468,268,473,V,A,2022-04-26,8468
8469,213,240,A,F,2021-07-30,8469
8470,398,177,V,P,2021-08-02,8470
8471,363,243,A,A,2021-11-01,8471
8472,446,261,A,R,2020-02-21,8472
8473,547,284,V,P,2020-09-28,8473
8474,578,132,V,R,2019-02-24,8474
8475,286,94,V,F,2024-04-14,8475
8476,75,392,V,A,2021-03-13,8476
8477,405,115,V,A,2022-01-23,8477
8478,67,116,V,F,2021-09-14,8478
8479,33,122,V,F,2021-12-11,8479
8480,178,330,A,R,2021-06-23,8480
8481,95,26,V,P,2020-11-10,8481
8482,572,490,V,P,2020-04-21,8482
8483,457,239,A,A,2022-01-30,8483
8484,44,84,V,P,2019-04-22,8484
8485,390,201,V,F,2019-11-13,8485
8486,398,227,V,P,2022-04-23,8486
8487,454,14,V,P,2022-02-12,8487
8488,143,230,V,R,2019-06-04,8488
8489,43,290,V,A,2022-03-14,8489
8490,252,61,A,A,2023-05-16,8490
8491,157,388,V,A,2019-08-07,8491
8492,154,138,V,R,2021-10-24,8492
8493,465,329,A,A,2022-12-17,8493
8494,460,445,V,P,2019-10-15,8494
8495,167,393,V,R,2022-08-08,8495
8496,448,375,V,A,2021-07-28,8496
8497,39,327,V,P,2023-02-25,8497
8498,133,284,A,R,2021-02-25,8498
8499,380,66,V,A,2023-04-13,8499
8500,578,122,A,R,2023-09-28,8500
8501,368,378,V,P,2021-03-14,8501
8502,327,68,V,R,2020-01-17,8502
8503,330,414,A,R,2021-05-05,8503
8504,133,483,A,A,2021-10-11,8504
8505,268,116,A,F,2023-01-23,8505
8506,132,474,V,F,2023-05-22,8506
8507,394,98,A,A,2022-12-20,8507
8508,100,4,A,F,2019-10-16,8508
8509,169,447,A,P,2024-02-04,8509
8510,372,308,V,P,2019-03-10,8510
8511,84,380,A,P,2020-08-12,8511
8512,72,296,V,A,2023-04-04,8512
8513,172,328,V,R,2019-04-20,8513
8514,609,366,V,A,2024-04-18,8514
8515,469,421,V,F,2022-05-18,8515
8516,489,377,A,P,2023-01-12,8516
8517,257,280,V,P,2021-07-16,8517
8518,362,294,V,A,2023-09-03,8518
8519,443,487,A,F,2021-10-24,8519
8520,618,20,A,A,2020-04-11,8520
8521,586,432,A,F,2024-04-14,8521
8522,383,292,V,P,2021-09-11,8522
8523,377,193,A,R,2023-01-19,8523
8524,243,437,A,A,2020-06-15,8524
8525,78,295,A,F,2023-04-29,8525
8526,570,193,A,P,2020-07-08,8526
8527,134,432,V,R,2020-08-27,8527
8528,426,25,V,R,2021-10-04,8528
8529,497,174,V,A,2023-12-07,8529
8530,495,92,A,A,2019-03-08,8530
8531,226,228,V,A,2021-06-28,8531
8532,235,342,A,P,2020-09-26,8532
8533,111,309,A,P,2020-04-19,8533
8534,171,118,A,A,2023-03-25,8534
8535,287,271,A,A,2022-02-04,8535
8536,124,79,V,A,2022-04-10,8536
8537,118,255,V,P,2022-02-18,8537
8538,105,121,V,A,2019-01-23,8538
8539,10,373,V,A,2020-09-26,8539
8540,383,108,A,P,2023-12-09,8540
8541,231,484,A,F,2024-05-31,8541
8542,418,482,A,A,2023-03-27,8542
8543,56,68,A,A,2022-01-24,8543
8544,356,428,A,F,2019-10-22,8544
8545,501,148,V,A,2020-01-22,8545
8546,287,367,V,A,2020-10-11,8546
8547,92,13,A,P,2023-02-28,8547
8548,158,29,A,R,2019-11-22,8548
8549,343,378,A,P,2022-10-14,8549
8550,255,167,A,R,2021-01-01,8550
8551,248,402,V,P,2023-04-05,8551
8552,116,320,V,F,2020-11-09,8552
8553,409,335,V,F,2022-04-30,8553
8554,39,119,V,P,2020-03-01,8554
8555,406,176,V,R,2023-06-12,8555
8556,151,83,A,F,2020-05-24,8556
8557,80,427,A,P,2023-04-12,8557
8558,416,421,A,R,2020-03-31,8558
8559,169,275,A,A,2019-04-17,8559
8560,131,76,V,R,2023-05-30,8560
8561,579,153,A,F,2021-10-24,8561
8562,579,240,A,F,2019-01-21,8562
8563,537,457,V,A,2023-01-05,8563
8564,28,88,A,F,2021-08-24,8564
8565,157,20,V,A,2019-12-14,8565
8566,288,257,A,R,2019-02-15,8566
8567,467,283,A,A,2023-10-24,8567
8568,443,71,A,R,2019-07-28,8568
8569,72,14,V,R,2022-01-20,8569
8570,38,420,A,R,2022-07-14,8570
8571,396,340,V,R,2022-10-14,8571
8572,479,142,V,P,2021-10-11,8572
8573,53,129,V,F,2019-04-25,8573
8574,338,175,V,A,2023-03-06,8574
8575,269,419,A,R,2021-10-08,8575
8576,425,351,V,A,2022-06-25,8576
8577,532,65,V,F,2020-09-29,8577
8578,201,321,V,A,2020-07-23,8578
8579,301,94,V,A,2022-04-07,8579
8580,418,490,V,P,2019-04-02,8580
8581,401,189,V,P,2022-06-16,8581
8582,15,196,V,P,2021-09-02,8582
8583,174,206,A,P,2022-10-22,8583
8584,408,110,V,F,2024-04-01,8584
8585,541,417,V,R,2021-01-22,8585
8586,595,293,V,R,2022-12-24,8586
8587,506,255,V,F,2021-10-10,8587
8588,261,182,V,F,2022-07-19,8588
8589,278,387,A,F,2019-05-16,8589
8590,214,191,V,P,2019-10-01,8590
8591,537,298,V,F,2020-11-07,8591
8592,577,482,V,A,2023-05-25,8592
8593,87,175,A,A,2022-07-30,8593
8594,391,273,V,A,2019-07-24,8594
8595,333,86,V,A,2019-01-15,8595
8596,248,436,A,P,2020-08-10,8596
8597,319,223,V,A,2023-09-30,8597
8598,27,98,A,F,2021-11-07,8598
8599,549,170,A,F,2019-09-30,8599
8600,451,400,V,F,2021-11-13,8600
8601,382,315,A,P,2024-04-17,8601
8602,22,9,V,P,2019-06-10,8602
8603,452,353,V,A,2023-05-11,8603
8604,552,224,A,A,2019-08-26,8604
8605,275,206,A,P,2020-08-09,8605
8606,21,52,A,F,2020-01-20,8606
8607,593,439,A,R,2022-06-23,8607
8608,389,317,A,A,2024-01-01,8608
8609,534,209,A,F,2023-01-28,8609
8610,355,6,V,A,2022-02-14,8610
8611,46,209,V,R,2021-02-23,8611
8612,548,400,V,A,2019-01-15,8612
8613,360,172,A,A,2020-10-07,8613
8614,380,422,V,F,2020-12-20,8614
8615,2,449,V,P,2020-02-14,8615
8616,575,465,A,P,2022-03-14,8616
8617,463,110,A,R,2020-12-26,8617
8618,341,301,V,F,2019-11-15,8618
8619,305,113,A,A,2019-07-25,8619
8620,452,272,V,A,2022-10-07,8620
8621,389,180,V,P,2019-09-27,8621
8622,608,343,V,R,2020-06-03,8622
8623,117,143,V,A,2024-03-15,8623
8624,185,317,V,P,2022-11-01,8624
8625,344,4,A,F,2019-11-09,8625
8626,71,8,V,R,2022-05-04,8626
8627,430,384,A,P,2022-05-17,8627
8628,266,129,A,P,2020-09-15,8628
8629,550,193,A,R,2019-09-25,8629
8630,89,193,V,F,2023-08-06,8630
8631,397,471,V,A,2020-05-30,8631
8632,137,288,A,A,2020-10-01,8632
8633,85,157,A,R,2020-03-05,8633
8634,403,256,V,R,2023-10-29,8634
8635,531,169,V,R,2022-03-20,8635
8636,247,234,V,F,2021-10-13,8636
8637,580,358,V,R,2020-05-25,8637
8638,454,194,V,F,2022-04-06,8638
8639,455,215,A,P,2023-12-05,8639
8640,8,376,A,A,2020-01-10,8640
8641,243,75,A,P,2024-05-24,8641
8642,35,237,A,P,2023-05-14,8642
8643,14,30,A,F,2019-10-02,8643
8644,510,257,V,R,2021-12-09,8644
8645,561,22,V,R,2022-11-29,8645
8646,611,410,V,R,2020-11-02,8646
8647,224,187,A,R,2021-01-25,8647
8648,277,412,A,F,2022-05-25,8648
8649,412,370,A,P,2019-09-09,8649
8650,83,231,A,F,2022-05-26,8650
8651,527,469,A,P,2023-11-17,8651
8652,74,457,A,P,2020-05-10,8652
8653,259,458,V,P,2024-03-26,8653
8654,370,443,V,F,2020-01-13,8654
8655,72,37,V,P,2020-11-03,8655
8656,13,312,A,F,2023-11-22,8656
8657,365,285,A,F,2023-10-28,8657
8658,9,487,V,F,2021-11-26,8658
8659,378,177,V,F,2021-07-21,8659
8660,163,18,V,A,2022-01-01,8660
8661,613,424,V,R,2023-05-06,8661
8662,531,160,V,P,2019-05-04,8662
8663,491,346,A,R,2019-02-20,8663
8664,249,159,A,A,2020-07-23,8664
8665,107,305,V,A,2020-11-21,8665
8666,576,370,V,P,2023-04-29,8666
8667,549,330,A,A,2020-07-02,8667
8668,45,404,A,F,2019-12-26,8668
8669,344,445,A,P,2020-12-10,8669
8670,81,343,V,A,2023-09-08,8670
8671,368,209,V,A,2020-06-04,8671
8672,541,49,A,A,2023-02-01,8672
8673,129,417,A,R,2021-07-13,8673
8674,517,49,A,A,2022-01-30,8674
8675,19,17,A,P,2023-01-24,8675
8676,190,235,V,P,2023-08-21,8676
8677,478,450,V,R,2022-09-24,8677
8678,47,238,V,A,2022-03-29,8678
8679,13,428,A,R,2020-11-11,8679
8680,435,322,A,R,2020-01-25,8680
8681,282,205,A,R,2020-09-08,8681
8682,381,117,A,P,2022-06-09,8682
8683,522,128,V,R,2020-11-24,8683
8684,367,74,A,R,2019-09-01,8684
8685,292,497,A,F,2022-08-29,8685
8686,296,74,V,A,2021-09-03,8686
